niveau,genre,sentiment_global,confiance_adultes,sentiment_securite,participation_projets,liberte_expression,ecoute_et_soutien,envie_venir,relation_famille_etab,confiance_dialogue_extrait,projets_participes,lieux_expression_libre,changements_souhaites,moments_agreables,moments_desagreables,lieux_agreables,lieux_desagreables,cluster_kmeans
3e,Fille,3,3,3,0,3,3,3,3,['respect'],[],['cellule'],"['clims', 'chauffages']",['cantine'],['cours de 16 à 17'],['la cour'],[],0
3e,Fille,2,1,3,0,1,0,2,2,[],[],[],['horaires'],['amis'],['matinées'],['classe'],['terrain'],3
3e,Fille,2,1,3,3,2,1,1,2,"['écoute', 'avis', 'expression']",['MUN'],"['cours de récréations', 'professeurs']","['snack', 'produits', 'gâteaux', 'biscuits']","['interaction', ""s'amuser"", 'travailler de manière ludique']","['cours stricts', 'pas de rigolade', 'pas de discussion']",['la cour'],['salle de classe'],2
3e,Garçon,2,2,2,0,0,1,2,2,['aucun'],[],[],['aucun'],['fin des cours'],[],[],[],3
3e,Fille,2,3,3,3,2,2,3,2,"['échange', 'confiance']","['MUN', ""vie de l'établissement"", 'sport']","[""heures d'échange"", 'la cour']",['climatisation'],"['classe', 'cour de récré']",['cantine'],"['classe', 'ccc', 'permanance', 'foyer']",['toilettes'],0
3e,Garçon,3,1,2,3,2,2,1,2,['cohésion'],"['environnement et solidarité', 'environnement et solidarité', 'environnement et solidarité']",['aucun'],['aucun'],[],[],[],[],2
6e,Fille,2,2,2,2,2,2,3,2,[],[],[],[],[],[],[],[],0
3e,Garçon,2,2,3,3,2,2,2,2,['écoute'],"[""vie de l'établissement"", 'art et culture']","['aed', 'cpe', 'enseignants']","['emplois', 'salle de classe', 'sport', 'ccc']","['récréation', 'pause']","['évaluation', 'stresse', 'journées longues']","['classe', 'salle de classe', 'permanence']",['salle de classe'],0
3e,Fille,2,2,3,2,1,2,2,2,['respect'],"['art et culture', 'MUN']",['scène'],"['pression', 'devoirs']",['pauses déjeuner'],['cours avec difficultés'],['classe'],"['cantine', 'classe']",2
3e,Garçon,2,1,3,0,2,1,0,2,['aucun'],[],[],"['objectivité', 'sport', 'droits']","['foot', 'voyages', 'discussion']","['heures de colle', 'mauvaises notes']",['plateaux'],['bureau'],3
3e,Garçon,2,2,2,2,2,2,2,2,"['réflexion', 'durabilité']",['MUN'],[],"['compétences', 'respect']","['cours avec bons profs', 'bonne ambiance', 'discussions avec élèves']",['dernière heure'],"['ccc', 'salle de classe']",[],0
3e,Fille,2,1,1,3,1,1,2,1,['respect'],['art et culture'],[],"['pression', 'respect', 'adultes']","['amis', 'pause']",['classe'],"['classe', 'salle de classe', 'ccc']",[],2
3e,Fille,2,1,3,2,2,1,0,2,"['communication', 'écoute', 'respect']",['sport'],['salle de classe'],['aucun'],"['pause', 'pas trop cours']",[],[],['couloir'],2
3e,Garçon,3,3,3,3,2,2,1,2,[],"[""vie de l'établissement"", 'sport', 'projet pédagogiques']",[],[],[],[],[],[],0
6e,Fille,2,1,1,0,2,0,1,2,['aucun'],[],[],[],['pauses déjeuner'],"[""cours d'svt""]",['la cour'],[],3
3e,Garçon,3,2,3,3,3,3,2,3,"['communication', 'espace']",['sport'],['la cour'],"['terrain', 'eau']",['entre amis'],['disputes entre amis'],"['la cour', 'terrain']",['permanence'],0
3e,Garçon,2,1,2,3,1,2,1,1,"['écoute', 'égalité']","['art et culture', 'sport', ""vie de l'établissement"", 'projet pédagogiques', 'art et culture']",[],"['permanence', 'détente', 'jouer', 'stress']",['amis'],['seul'],['passage'],['classe'],2
3e,Garçon,2,1,2,1,1,2,1,2,[],['MUN'],['salle de classe'],"['cpe', 'objectivité', 'activités', 'sportives', 'libres', 'as', 'pause']","['évènements', 'spectacles']","[""veilles d'examens""]",['médiathèque'],['la cour'],2
3e,Garçon,2,1,2,3,1,2,1,2,"['écoute', 'respect']","['art et culture', 'projet pédagogiques']",['aucun'],"['liberté', 'jeux', 'vidéos']",['avec mes amis'],['sans eux'],"['collège', 'primaire']",['classe'],2
3e,Fille,2,0,1,3,1,1,1,2,['écoute'],"['environnement et solidarité', 'sport']",[],['aucun'],"['pause', 'cours dynamique', 'mercredi après-midi']",['classe'],['terrain'],['permanence'],2
3e,Fille,3,2,3,2,2,3,2,3,['compréhension'],"['art et culture', 'environnement et solidarité']",[],['aucun'],"['pause', 'fin de cours']","['ranger', 'permanence', 'médiathèque', 'ligne jaune']","['médiathèque', 'terrain', 'la cour']","['permanence', 'espace']",0
3e,Fille,2,2,2,2,1,1,1,2,"['sensibilité', 'compréhension']",['projet pédagogiques'],[],['prof'],['amis'],['stressants'],"['la cour', 'terrains']",[],2
3e,Fille,2,2,2,1,2,1,2,2,['dialogue'],['art et culture'],[],['horaires'],"['rentrer chez moi', 'vacances']","['classe', 'svt']",[],['classe'],0
3e,Garçon,2,2,2,0,2,1,2,3,['écoute'],[],"['classe', 'salle de classe']","['exigence', 'écoute', 'liberté', 'emplois du temps', 'temps libre']","['camarades', 'la cour', 'salle de classe', 'rigoler']","['stress', 'évaluation', 'tests']","['la cour', 'gymnase']","['couloirs', 'escaliers']",3
3e,Garçon,2,1,2,2,1,0,0,1,[],"['art et culture', 'projet pédagogiques']",[],"['horaires', 'emplois', 'cantine', 'repas', 'activités', 'effectifs', 'salle de classe', 'ccc', 'accès']","['as', 'pauses de midi', 'fin des cours']",['classe'],['couloirs'],"['salle de classe', 'cantine']",2
3e,Fille,2,2,2,3,2,2,2,2,[],"['MUN', 'art et culture']",[],[],[],[],[],[],0
3e,Garçon,2,2,3,2,3,1,1,2,"['dialogue', 'écoute', 'respect']","['art et culture', 'sport']",['partout'],['lignes'],['avec mes amis'],['classe'],['escalier'],['escalier'],0
3e,Garçon,2,1,3,1,3,1,1,2,['dialogue'],['sport'],['aucun'],['lignes'],['la cour'],['classe'],['escalier'],['couloirs'],3
3e,Garçon,2,1,2,2,1,3,1,2,['communication'],"[""vie de l'établissement""]",['aucun'],"['détente', 'fauteuils', 'plantes', 'calme', 'repos']","['pause', 'sorties scolaires', 'cours vivants', 'projets pratiques']","['évaluation', 'trop de devoirs', 'stress']","['cdi', 'la cour']","['couloirs', 'salle de classe']",2
3e,Fille,2,2,0,1,0,0,1,3,['indulgence'],['art et culture'],['aucun'],"['accès', 'la cour', 'terrains', 'horaire', 'fontaines', 'disponibilités', 'retard']",['avec mes amies'],"['problèmes', 'pas écouter']",['médiathèque'],['toilettes'],2
3e,Fille,0,2,3,3,2,3,1,2,[],"['sport', ""vie de l'établissement""]",[],"['nombre', 'classe', 'permanences']",['permanence'],['ne pas circuler'],['classe'],['salle de classe'],2
3e,Garçon,3,1,2,1,1,1,2,3,"['écoute', 'respect']","['MUN', 'sport']",['salle de classe'],"['football', 'horaires']","['camarades', 'moments libres']","['examens', 'révisions']","['permanence', 'la cour']",['salle de classe'],2
3e,Fille,2,2,3,1,2,2,1,2,[],"['sport', ""vie de l'établissement""]",[],[],['pause'],['cours en fin de journée'],['plateau sportif'],[],3
3e,Fille,3,3,3,3,3,3,2,3,"['dialogue', 'instance', 'délégué', 'boîte', 'problèmes', 'propositions']","[""vie de l'établissement"", 'MUN']","['vie scolaire', 'bureau', 'cpe', 'professeurs']",['aucun'],"[""compétitions d'as"", 'muns']","[""période d'examen""]","['cantine', 'salle de classe']",[],0
3e,Fille,2,2,2,0,0,2,1,3,['respect'],[],[],['horaires'],['récréation'],"['fin des journées', 'matin']",['la cour'],[],3
3e,Fille,2,1,2,3,1,1,2,2,['écoute'],['sport'],[],"['lignes', 'ordinateurs', 'tenue']","['récréation', ""fins d'années""]",['contrôles'],"['classe', 'terrain']","['salle de classe', 'perms']",2
3e,Fille,2,1,1,0,1,0,1,2,['respect'],[],[],[],[],[],[],[],3
3e,Fille,2,2,3,2,2,2,1,3,"['compréhension', 'confiance']","[""vie de l'établissement""]",[],"['téléphone', 'sanctions']","['pause', 'temps avec amies']","['fin à 17h', 'surchargé de travail']","['terrain', 'la cour']",[],2
3e,Garçon,2,1,3,0,2,0,1,2,['compréhension'],[],[],['horaires'],['cantine'],[],['la cour'],['salle de classe'],3
3e,Garçon,1,1,2,2,1,2,1,2,"['confiance', 'écoute', 'respect']",[],[],"['liberté', 'permanences', 'pc']","['escalade', 'amis']","['classe', 'français', 'svt']","['gym', 'chorale', 'route']",[],1
3e,Fille,3,2,3,2,2,2,2,3,"['temps', 'parler', 'ouverture', 'écoute']","['MUN', 'art et culture', ""vie de l'établissement""]",['aucun'],"['formation', 'compréhension', 'méthode']","['cours intéressants', 'récréation', 'pauses déjeuner', 'cours de sport', 'activités du cvc']","['cours ennuyeux', 'chaleur', 'couloirs bondés']","['cantine', 'terrain']","['salle de classe', 'couloirs']",0
3e,Garçon,2,2,3,2,2,2,1,2,['respect'],['MUN'],[],['aucun'],['récré du matin'],"[""cours de 2h en fin de journée d'arabe""]","['la cour', 'médiathèque']","['permanence', 'salle de classe']",2
3e,Fille,2,1,3,1,3,2,2,2,"['respect', 'confiance']",['projet pédagogiques'],['professeurs'],"['liberté', 'choix', 'permanence']","['sport', 'escalade']",['pause'],"['cdi', 'classe']",['permanence'],0
3e,Fille,2,2,3,3,2,2,2,0,"['transparence', 'empathie']","['MUN', 'environnement et solidarité', ""vie de l'établissement""]",[],"['liberté', 'emploi', 'aménager', 'soutenir', 'sociale', 'portail']",['déjeuner'],"['heures successives', 'fatigue']","['tables', 'permanences']",['ccc'],0
3e,Fille,2,0,2,1,0,0,0,2,['respect'],['MUN'],['aucun'],['climatisation'],"['récrés', 'sortie des cours']",['classe'],['allée'],['cantine'],1
3e,Fille,2,2,2,2,1,1,1,1,"['communication', 'respect']",['sport'],[],"['travail', 'cantine', 'règles']","['liberté', 'expression', 'confiance']","['contrôle', 'interrogation', 'surveillance']",['classe'],"['cantine', 'salle de classe']",2
3e,Garçon,2,1,2,3,1,1,1,2,[],"['art et culture', 'sport']",[],"['horaire', 'distance', 'sommeil']",['cours de sport'],['tout le reste'],['espace'],['la cour'],2
3e,Fille,2,2,2,0,0,0,2,3,['écoute'],[],[],"['téléphone', 'liberté', 'déplacement']","['cours de sports', 'cours de tecno', 'as']",['cours en général'],"['la cour', 'terrain', 'médiathèque']",['permanence'],3
3e,Garçon,3,2,3,3,2,3,2,2,"['respect', 'impartialité']",['sport'],['salle de classe'],['horaires'],['la cour'],['aucun'],"['classe', 'terrain']",['salle de classe'],0
3e,Garçon,1,0,2,2,1,1,2,3,"['droit', 'parole', 'respect', 'compréhension']",['sport'],[],['professeurs'],"['classe', 'la cour', 'pause']",['tout le reste'],"['balcons', 'escalier', 'parking']","['la cour', 'cantine']",1
3e,Fille,2,1,2,2,2,1,2,2,"['honnêteté', 'transparence']","['sport', 'environnement et solidarité']",[],"['fontaine', 'horaires', 'cantine']",[],[],[],[],0
3e,Fille,1,1,3,2,2,2,0,2,['communication'],"['art et culture', 'MUN']","['couloirs', 'la cour']","['horaires', 'sommeil', 'travail', 'stress']",['moments avec amis'],['classe'],"['classe', 'gymnase', 'terrain']",['salle de classe'],2
3e,Garçon,2,1,2,0,1,2,1,2,"['écoute', 'compréhension', 'ouverture']",[],[],"['terrain', 'fontaine', 'cercle', 'balle']",['pause'],['cours de 16h à 17h'],"['escaliers', 'cantine']","['vie scolaire', 'permanences']",3
3e,Garçon,2,1,2,2,1,1,1,1,[],['sport'],[],"['musique', 'art', 'activités']",[],[],[],[],2
3e,Fille,2,0,2,2,1,1,2,1,['aucun'],['MUN'],['la cour'],['aucun'],"['pause', 'cours intéressants', 'défi 24', 'summer camp']","['cours ennuyeux', 'profs sévères']","['allée', 'toilettes']",['salle de classe'],2
3e,Fille,2,1,2,1,2,2,2,2,"['compréhension', 'écoute']",['sport'],['aucun'],"['écoute', 'compréhension']",['pause déjeuner'],"['cours de 13h50 à 14h50', 'cours de 16h à 17h']",[],['permanence'],3
5e,Fille,2,1,2,0,2,1,1,0,[],[],['salle de classe'],['aucun'],['pause'],[],"['ccc', 'salle de classe']",['classe'],3
3e,Garçon,2,2,2,2,2,0,2,2,[],['sport'],[],[],"['temps libre', 'camarades']",[],['la cour'],[],0
3e,Garçon,3,3,2,3,0,1,2,2,['aucun'],"['sport', 'sport', 'MUN', 'projet pédagogiques']",[],"['horaires', 'emplois', 'cantine', 'repas', 'activités', 'salle de classe', 'ccc', 'accès']","[""l'as à lyautey"", ""l'as loisir"", ""l'as mercredi"", 'manger']",['lignes jaunes'],['terrain'],[],2
3e,Fille,3,1,3,3,2,0,2,2,[],"['sport', ""vie de l'établissement"", 'environnement et solidarité']",[],"['médiathèque', 'terrain']","['pause', ""compétitions d'as""]",['interdictions'],"['terrain', 'couloirs']",['permanence'],0
3e,Garçon,2,0,2,2,1,1,1,2,"['équité', 'justice', 'impartialité']","['environnement et solidarité', 'sport', 'art et culture']",[],"['climatisation', 'téléphone']",['midi'],[],"['classe', 'cantine']",[],2
3e,Fille,2,2,2,1,2,2,1,2,"['agréable', 'compréhension', 'confiance']","['sport', 'environnement et solidarité']",[],"['écoute', 'patience']","['poses', 'cours début']",['cours fin'],"['la cour', 'médiathèque']",[],3
3e,Garçon,2,1,3,2,1,2,2,3,"['compréhension', 'bienveillance', 'ouverture', 'écoute', 'dialogue', 'respect']","['art et culture', 'projet pédagogiques', 'MUN']",[],['profs'],['pauses méridiennes'],"[""cours de la même matière 2h d'affilé""]",['classe'],['toilettes'],2
3e,Garçon,2,2,1,2,2,1,1,3,[],['MUN'],[],['fontaines'],"['petites pauses', 'cantine', 'amis']",[],[],[],2
3e,Fille,1,1,3,3,2,1,1,1,"['retour', 'problèmes', 'améliorer']","['MUN', 'environnement et solidarité', ""vie de l'établissement""]","['classe', 'vie de classe', 'vie scolaire']","['emploi', 'travail', 'pression', 'révision', 'devoirs', 'dialogue', 'échange']","[""cours d'eps""]",['examens'],"['plateaux', 'gymnase']","['permanence', 'ccc']",2
5e,Fille,3,2,2,0,2,2,2,2,[],[],[],[],['la cour'],['évaluation'],['la cour'],['salle de classe'],3
3e,Garçon,2,1,2,3,0,1,2,3,"['respect', 'patience']","[""vie de l'établissement"", 'MUN']",[],"['écoute', 'cpe', 'accusation', 'isolement']","['projets', 'cours avec professeurs bienveillant']","['abus', 'écoute peu présente']","['la cour', 'foyer', 'salle de classe', 'ccc']","['salle de classe', 'classe']",2
3e,Garçon,2,2,2,3,3,2,1,2,[],['environnement et solidarité'],['classe'],[],[],[],[],[],0
5e,Fille,2,2,2,0,1,2,2,2,[],[],[],"['évaluation', 'écoute']",['fin des cours'],"[""beaucoup d'évaluations""]",[],[],3
3e,Fille,2,2,3,2,2,3,2,3,"['moments', 'écoute']","['MUN', 'MUN', ""vie de l'établissement"", 'art et culture']","['salle de classe', 'profs', 'couloirs']","['méthode', 'dynamisme', 'écoute', 'échanges', 'bienveillance']","['amis', 'projets', 'massgot talent']","['résultats', 'évaluation']","['cantine', 'la cour', 'terrain']","['salle de classe', 'couloirs']",0
3e,Garçon,1,0,0,2,0,1,1,0,['aucun'],['sport'],[],['aucun'],"['la cour', 'cantine']",[],[],['école'],1
3e,Garçon,2,2,2,0,2,3,2,3,[],[],['partout'],"['cantine', 'professeurs']",[],[],['partout'],[],3
3e,Garçon,2,2,3,2,2,3,2,3,"['compréhension', 'écoute']",['sport'],"['questionnaires', 'professeurs', 'surveillant']","['délimitations', 'kiosque', 'terrain']","['pause', 'classe']",[],"['classe', 'cantine']",[],0
3e,Fille,2,1,3,0,2,1,2,1,[],[],[],[],['pause midi'],[],['classe'],['perm'],3
3e,Garçon,2,1,3,0,2,0,1,2,"['compréhension', 'ouverture', 'dialogue']",[],[],"['compréhension', 'aed']","['pause', 'cours de sport']",[],"['la cour', 'terrain']",[],3
3e,Garçon,1,0,0,2,1,0,0,0,['confiance'],"['sport', ""vie de l'établissement""]",[],"['vérification', 'capacité', 'comportement']",['famille à la maison'],"['école', 'tension']",['maison'],['école'],1
3e,Garçon,2,2,3,2,1,1,1,2,[],"['art et culture', 'sport', ""vie de l'établissement""]",[],[],[],[],[],[],2
3e,Garçon,2,1,3,2,0,1,1,0,[],['sport'],[],"['bienveillance', 'liberté', 'expression']","['classe', 'pause', 'la cour', 'fin des cours']",['classe'],[],['salle de classe'],2
3e,Garçon,2,2,2,2,2,1,2,2,['aucun'],['sport'],[],[],[],"[""cours d'anglais""]",['terrain'],[],0
3e,Garçon,3,3,3,1,3,3,3,3,['confiance'],['art et culture'],"['la cour', 'salle de classe']",[],['travailler'],['seul'],['salle de classe'],[],0
3e,Fille,3,2,3,2,2,2,0,3,['échanges'],"[""vie de l'établissement""]","['cpe', ""cellule d'écoute""]","['horaires', 'dialogue']","['semaines sans beaucoup de cours', 'emploi du temps variable']","['classe', 'examens', 'pression']",['classe'],['salle de classe'],2
3e,Garçon,2,2,1,0,1,1,0,1,['communication'],[],[],"['étiquettes', 'empathie', 'compréhension']",[],"['classe', 'maths']",[],[],3
3e,Fille,1,2,3,2,1,1,1,2,"['questionnement', 'adaptation', 'expression', 'discussion']",[],['aucun'],"['tolérance', 'douceur']","['apprentissages', 'activités', 'professeurs']","['horaires', 'pression', 'dépression', 'phobie scolaire']",[],"['permanence', 'ccc']",2
5e,Fille,1,2,0,3,3,3,2,3,['aucun'],[],['aucun'],['aucun'],[],[],[],[],0
3e,Garçon,2,1,2,1,2,2,1,0,[],['sport'],['amis'],['règles'],[],"[""cours d'anglais""]",['terrains'],[],3
3e,Fille,2,1,3,3,2,2,0,2,"['respect', 'importance']","[""vie de l'établissement""]","[""cellule d'écoute"", 'bureau de la cpe']","['considération', 'respect', 'pression', 'travail']","['semaines peu chargées', 'sans évaluation']",[],['classe'],[],2
3e,Garçon,2,1,3,2,1,1,1,2,[],"['sport', ""vie de l'établissement""]",[],"['règles', 'liberté', 'flexibilité']",['premières récré'],['cours entre 12h et 13h'],['ccc'],[],2
3e,Garçon,1,0,0,2,1,0,1,2,['sincérité'],"['art et culture', ""vie de l'établissement""]","['entre élèves', 'professeurs']",['badges'],['pause'],['classe'],['terrain'],[],1
3e,Fille,2,1,2,2,2,1,1,2,"['liberté', 'compréhension']",['sport'],[],"['libertés', 'punition', 'sévèreté']","['sports', 'récréation']","[""cours d'espagnol"", 'récréations seule']","['terrain', 'bancs', 'cantine']",['médiathèque'],2
3e,Garçon,0,0,0,0,0,0,0,1,"['compréhension', 'respect', 'calme']",[],[],[],"[""sortie de l'école""]",['cours de khalef'],"['festifal', 'circuit']",[],1
3e,Fille,2,2,2,2,0,1,2,2,"['écoute', 'maturité', 'critiques']","['sport', 'environnement et solidarité']",[],['horaires'],"['rigolades', 'discussion', 'amis', 'permanence', 'la cour']","['évaluation', 'révisions brevet', 'charge de travail']",['la cour'],[],2
3e,Fille,2,1,3,0,2,1,2,2,[],[],[],"['comportement', 'profs', 'surveillant']","['camarades', 'cours intéressants']",['profs désagréables'],['terrain'],"['permanence', 'salle de classe']",3
3e,Garçon,2,1,2,2,1,1,1,3,['respect'],[],[],['toilettes'],['récréation'],['cours de maths'],['terrain'],['salle de classe'],2
3e,Fille,2,1,3,0,2,1,2,2,['considération'],[],[],"['climatisation', 'comportement']","['pause', 'cours intéressant']","['classe', 'profs désagréables']","['médiathèque', 'terrain']",['permanence'],3
3e,Garçon,2,2,3,2,1,1,2,2,"['confiance', 'écoute', 'respect']","['art et culture', ""vie de l'établissement""]",['aucun'],"['cantine', 'règles']","['extérieur', 'amis']",['classe'],"['extérieur', 'terrain']",['toilettes'],2
3e,Fille,3,2,2,2,2,3,3,3,"['écoute', 'soutien']",['MUN'],['salle de classe'],['horaires'],"['cantine', 'cours avec les profs sympas']",[],['cantine'],[],0
3e,Fille,1,2,2,0,0,0,0,2,"['compréhension', 'écoute']",[],[],['sévère'],[],"['devoirs', 'profs', 'jugements', 'prises de téléphone', 'système de badge', 'heures de colle', 'erreurs']",['bibliothèque'],[],1
3e,Garçon,0,0,0,0,0,0,0,0,[],[],[],['aucun'],"[""sortie de l'école"", 'absence de khalef', 'absence de duran']",[],['maison'],['salle de classe'],1
3e,Garçon,2,2,3,0,2,1,1,2,[],[],[],['aucun'],['cours de sports'],['cours de 16h à 17h en musique'],"['salle de classe', 'cdi', 'extérieur']","['perm', 'classe']",3
3e,Fille,2,1,2,2,1,1,2,2,"['écoute', 'bienveillance', 'indulgence', 'flexibilité']",['sport'],"['la cour', 'vie scolaire']","['voyage', 'sortie']","['la cour', 'amies', 'cours avec des profs bienveillants']","['cours avec des profs malveillants', 'faire des 8h - 17h', '1 heure de pause', 'clim']","['la cour', 'permanence']",[],2
6e,Fille,1,1,3,2,1,0,0,1,[],['sport'],['aucun'],['horaire'],['fin de la journée'],['début'],['sortie'],['entrée'],1
6e,Garçon,2,1,3,0,0,1,2,2,['gentillesse'],[],[],['tel'],[],[],['as'],[],3
6e,Fille,3,2,3,0,0,1,0,2,['aucun'],[],[],['fontaine'],['permanence extérieur'],[],[],[],3
6e,Garçon,2,2,2,0,2,2,2,2,['aucun'],[],[],['aucun'],['la cour'],['début des cours le matin'],[],[],3
6e,Garçon,2,1,2,2,1,1,2,2,['respect'],['sport'],['aucun'],[],['pause'],[],[],[],2
4e,Fille,2,2,3,2,3,2,3,1,['écoute'],"['art et culture', 'MUN', 'sport']","['spectacles', 'mails', 'auditorium', 'cpe', 'surveillants', 'vie scolaire']","['fontaines', 'sortie']","['rigoler', 'amis', 'eps', 'récréation', 'pause']","['évaluation', 'ds communs', 'disputes entre amis']","['la cour', 'médiathèque', 'cantine']",[],0
6e,Garçon,1,1,1,0,0,0,0,1,['gentillesse'],[],['aucun'],"['gentillesse', 'détente', 'strict', 'méchanceté']",['chez nous'],['école'],['salle de classe'],['salle de classe'],1
6e,Fille,2,2,2,0,2,1,1,2,['aucun'],[],[],['aucun'],['pause déjeuner'],['cours le matin'],['la cour'],[],3
6e,Fille,2,1,1,2,1,1,0,2,['aucun'],['art et culture'],[],['aucun'],"['16h', '17h']",['journée'],"['portail', 'la cour']","['cantine', 'couloirs', 'salle de classe']",2
6e,Fille,2,0,1,3,1,0,0,1,['aucun'],['sport'],['aucun'],['téléphone'],['fin des cours'],"['début de journée', 'svt']",[],[],2
6e,Garçon,2,3,3,3,3,3,3,3,[],[],[],[],[],[],[],[],0
6e,Garçon,2,1,2,3,1,1,2,2,['gentillesse'],['sport'],[],['écoute'],['heures creuses'],['classe'],"['la cour', 'ccc']",['salle de classe'],2
5e,Fille,3,1,3,3,2,1,2,2,"['écoute', 'compréhension', 'respect']","['sport', ""vie de l'établissement""]",[],[],[],[],[],[],0
6e,Fille,2,3,3,3,3,2,2,3,['aucun'],"[""vie de l'établissement"", 'sport']","['salle de classe', 'récréation', 'cantine', 'couloir']","['climatiseurs', 'imprimeries', 'fontaine']","['récréation', 'cantine']",[],"['cantine', 'salle de classe', 'extérieur']",[],0
5e,Garçon,1,1,1,0,1,1,1,2,['aucun'],[],[],['surveillant'],['bonnes notes'],['erreurs'],['endroits'],['autre endroits'],1
6e,Fille,3,2,3,0,2,3,2,3,['aucun'],[],[],['horaire'],['pause'],['écrire immense texte'],['la cour'],['salle de classe'],3
5e,Garçon,2,1,3,1,1,0,1,2,['ouverture'],"[""vie de l'établissement""]",[],"['heures', 'devoirs']",['activités sportives'],['avant une évaluation'],"['récrée', 'médiathèque']","['salle de classe', 'toillettes']",2
5e,Fille,2,1,2,0,1,1,0,2,['aucun'],[],[],[],[],[],[],[],1
6e,Fille,3,2,3,2,2,3,1,3,['aucun'],"['MUN', ""vie de l'établissement""]","['salle de classe', 'cantine', 'couloirs', 'permanence']",['aucun'],"['permanence', 'détente', 'salle de classe']",['cantine'],"['salle de classe', 'terrain']","['cantine', 'toilettes']",0
6e,Garçon,3,2,3,1,2,3,3,3,['gentillesse'],[],['classe'],['aucun'],"['pause', 'récréation']",['aed'],[],[],0
6e,Fille,3,2,3,0,2,3,3,3,['attention'],[],[],['fontaines'],['maths'],['permanence'],['ccc'],[],0
6e,Fille,2,1,2,2,1,1,0,2,"['douceur', 'confiance']",['art et culture'],['aucun'],[],[],[],[],[],2
6e,Fille,2,1,1,2,1,1,0,0,[],"['sport', 'projet pédagogiques']",[],"['pression', 'horaires', 'santé']","['fin de cours', 'prof absent', 'cours annulé', 'la cour']",['en classe'],"['récrée', 'cantine']","['salle de classe', 'école']",2
6e,Fille,2,1,1,0,1,2,0,2,[],[],['aucun'],['permanence'],['pause'],['classe'],['salle de classe'],['permanence'],1
6e,Fille,2,2,1,3,1,0,0,1,['aucun'],"['sport', 'art et culture']",[],['aucun'],['bonne note'],['mauvaise note'],['maison'],['école'],2
6e,Garçon,3,3,3,1,3,2,2,1,['aucun'],['sport'],"['salle de classe', 'la cour']",[],['bonnes notes'],"['observations', 'heures de colle', 'mauvaises notes']","['salle de classe', 'la cour', 'auditorium']",['salle de classe'],0
6e,Garçon,2,1,1,2,1,1,2,2,['bienveillance'],['MUN'],[],"['plaisir', 'activités', 'sportive', 'éducative']","['fin des cours', 'moment seuls']",[],['salle de classe'],['permanence'],2
6e,Fille,3,3,3,0,3,3,2,3,['aucun'],[],[],['punitions'],"['amies', 'pause', 'classe']",[],['ccc'],[],0
6e,Garçon,1,0,2,1,0,1,1,1,['paix'],['projet pédagogiques'],[],"['animateurs', 'profs', 'gentil']",['rencontre amis'],['mauvaises notes'],['terrain'],['toilettes'],1
5e,Garçon,2,1,1,1,0,0,2,1,"['justice', 'compréhension']",['sport'],['salle de classe'],"['terrain', 'foot']","[""fin d'année""]","[""milieu d'année""]",['terrains'],[],2
6e,Garçon,2,2,2,2,2,2,2,2,['respect'],['sport'],['cour de récréation'],['aucun'],['entente'],['mauvaise ambiance'],"['récréation', 'terrain']",['salle de classe'],0
6e,Garçon,3,3,3,1,2,1,2,2,[],[],[],[],['tournoi de foot'],['heures de colle'],"['recréation', 'réfectoire']",[],0
6e,Garçon,2,2,2,3,2,2,2,3,"['respect', 'aisance']",['sport'],['la cour'],['aucun'],"[""s'entendre bien""]","[""s'entendre mal""]","['la cour', 'terrain']",['salle de classe'],0
6e,Fille,2,2,2,3,2,3,2,3,['aucun'],['environnement et solidarité'],"['salle de classe', 'auditorium']","['escaliers', 'horaires', 'foule']",['projets éducatifs'],"[""sortie de l'école"", 'manger', 'prof absent', 'retard']",['places'],[],0
5e,Garçon,3,1,3,2,2,2,2,3,['souplesse'],"['environnement et solidarité', 'sport']",[],"['qualité', 'menu', 'cantine']","['bonne journée', 'jeu']","['nourriture de la cantine', 'affamée']",['foyer'],['toilettes'],0
6e,Garçon,2,1,1,1,1,1,1,2,"['effort', 'prise de décision', 'confiance']",['environnement et solidarité'],[],['aucun'],['rigole avec des amis'],['se sentir menacé'],['foyer'],['permanance'],2
6e,Garçon,2,2,3,0,2,3,2,2,[],[],[],['emploi'],[],[],[],[],3
6e,Fille,3,1,2,2,1,1,2,1,"['écoute', 'choix']","['atelier E3D', 'éco-ambassadeur', 'projet éco', 'éco kermesse', 'activités des éco-délégués', 'atelier ville du futur', 'projet E3D', 'projet écologique', 'don d’affaires']",['la cour'],['aucun'],"['la cour', 'cantine', 'après-midi']","['contrôle', 'devoirs', 'matin']",[],[],2
6e,Fille,2,1,2,2,1,1,2,3,"['aider', 'écoute', 'aider', 'confiance']",['projet pédagogiques'],['aucun'],"['administration', 'écoute', 'soutien']",['classe'],['la cour'],['salle de classe'],['la cour'],2
6e,Fille,3,2,2,3,2,1,3,3,"['douceur', 'tendresse', 'écoute']","['MUN', 'projet pédagogiques']","['vie scolaire', 'cpe', 'profs']","['bien-être', 'matières', 'vie', 'financement', 'philosophie', 'sport', 'récrées']","['salle de classe', 'jeux collectifs']",['incompréhension des professeurs'],[],"['toilettes', 'fontaines', 'permanences', 'kiosque']",0
